"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"United States",,"2020-02-20","true","306","B0762PS6DN","3","It was a kind of liquidy toothpaste. I didn’t like the taste too.",,,,,,"","Liquidy","https://www.amazon.com/gp/customer-reviews/R1I3BAVTPSNUVG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on February 20, 2020",""
"United States",,"2020-05-15","true","307","B0762PS6DN","3","Instead of a package of three, I received one item.",,,,,,"One person found this helpful","Insufficient number of items","https://www.amazon.com/gp/customer-reviews/R2VC6PXWIIKLYX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on May 15, 2020",""
"United States",,"2020-03-30","true","308","B0762PS6DN","3","Toothpaste is great, but I only received one tube upon delivery.",,,,,,"","Only Received One","https://www.amazon.com/gp/customer-reviews/R3KYNG9PPMGDPO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on March 30, 2020",""
"United States",,"2019-09-13","true","309","B0762PS6DN","5","Fast, undamaged, value for you money.  Love this toothpaste!",,,,,,"","Great tasting, unique textured toothpaste.","https://www.amazon.com/gp/customer-reviews/RAMR524PBMWNA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on September 13, 2019",""
"United States",,"2019-12-14","true","310","B0762PS6DN","5","Good products just love it helps strengthen my enamel",,,,,,"","Love it","https://www.amazon.com/gp/customer-reviews/R2PUFI3BZQ9MSU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on December 14, 2019",""
"United States","🇺🇸","2020-03-01","true","541","B0762PS6DN","1","Too strong peppermint for my.  Burned my moth.  I have 2 tubes i cannot use.",,,,,,"","snsodyne","https://www.amazon.com/gp/customer-reviews/R27U8GRIGFBA2P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on March 1, 2020",""
"United States","🇺🇸","2020-03-01","true","542","B0762PS6DN","1","I ordered this, it said it was a pack of three, and I only received one",,,,,,"","Only received one","https://www.amazon.com/gp/customer-reviews/R27OPLNJCF4EO6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on March 1, 2020",""
"United States","🇺🇸","2020-07-06","true","543","B0762PS6DN","1","We only received 1 tube, when we paid for 3. Pretty disappointing.",,,,,,"One person found this helpful","We only received 1 tube, when we paid for 3.","https://www.amazon.com/gp/customer-reviews/R1Z5EXEQSANTXJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on July 6, 2020",""
"United States","🇺🇸","2020-10-01","true","544","B0762PS6DN","1","Where are the other two tubes of tooth paste?",,,,,,"One person found this helpful","only received one tube, not the three as described.","https://www.amazon.com/gp/customer-reviews/RNLQ9JBUUA2WH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on October 1, 2020",""
"United States","🇺🇸","2020-01-19","true","545","B0762PS6DN","1","I only received one tube of toothpaste.  I ordered 3 tubes of toothpaste.",,,,,,"One person found this helpful","Toothpaste","https://www.amazon.com/gp/customer-reviews/R1936MTRHXF07U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on January 19, 2020",""
"United States","🇺🇸","2021-01-05","true","546","B0762PS6DN","1","Did not receive quantity ordered",,,,,,"","I only received one tube of toothpaste and it was suppose to be an order of THREE!","https://www.amazon.com/gp/customer-reviews/RETTYBO0Z01S4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on January 5, 2021",""
"United States","🇺🇸","2019-01-14","true","547","B0762PS6DN","1","I received all 3 tubes with an expiry date of 06/2019.I was basically shipped close to expiry stock.This is totally unacceptable!",,,,,,"One person found this helpful","Expiry Dates","https://www.amazon.com/gp/customer-reviews/R2RZAOFNRPRB96/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on January 14, 2019",""
"United States","🇺🇸","2020-06-02","true","548","B0762PS6DN","1","I dislike that I paid for three and only got one!",,,,,,"","This is advertised and priced as a three-pack - came as a single tube. Triple-priced.","https://www.amazon.com/gp/customer-reviews/R3EDNRO0SDIGYN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on June 2, 2020",""
"United States","🇺🇸","2021-03-20","true","549","B0762PS6DN","1","Feeling ripped off...",,,,,,"","One tube had seam separated & open. Can't use.  Just noticed...  feeling rpped off...","https://www.amazon.com/gp/customer-reviews/RJM9W00STWAB5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on March 20, 2021",""
"United States","🇺🇸","2020-08-24","true","550","B0762PS6DN","1","Order was for three tubes - only got one.",,,,,,"One person found this helpful","The order was for three tubes, only got one","https://www.amazon.com/gp/customer-reviews/R3N373W6RUFKO9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on August 24, 2020",""
"United States",,"2019-03-03","true","361","B0762PS6DN","5","Love how it cleans my teeth and love Flavor!",,,,,,"","Flavor is great!","https://www.amazon.com/gp/customer-reviews/R1VLX0NOES0P5P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on March 3, 2019",""
"United States",,"2020-03-03","true","362","B0762PS6DN","5","Great Product",,,,,,"","Value and quanlity","https://www.amazon.com/gp/customer-reviews/R2WHPV6EVPLG58/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on March 3, 2020",""
"United States",,"2019-08-31","true","363","B0762PS6DN","5","Keeps my teeth in A1 condition.",,,,,,"","It performs as advertised.","https://www.amazon.com/gp/customer-reviews/R2V46EG9NIMCH4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on August 31, 2019",""
"United States",,"2019-06-08","true","364","B0762PS6DN","3","Haven’t noticed a difference yet but we will see",,,,,,"","As described","https://www.amazon.com/gp/customer-reviews/R2OI2NQ4RY1QBS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on June 8, 2019",""
"United States",,"2019-09-21","true","365","B0762PS6DN","5","Ordering this was do easy.",,,,,,"","We love this product.","https://www.amazon.com/gp/customer-reviews/R2FI74QXSRQ8U6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on September 21, 2019",""
"United States",,"2018-09-06","true","366","B0762PS6DN","5","Because of gums receding, my teeth are sensitive. This product works. :)",,,,,,"One person found this helpful","Works well.","https://www.amazon.com/gp/customer-reviews/R1WOSNPN9OTVFK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on September 6, 2018",""
"United States",,"2020-01-25","true","367","B0762PS6DN","5","Works great !",,,,,,"","Works","https://www.amazon.com/gp/customer-reviews/R2CKH9KYFG3HK4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on January 25, 2020",""
"United States",,"2022-03-22","true","368","B0762PS6DN","1","Product came unsealed for all three tubes, didn't check this until it was too late to return. Tried squeezing some out of the tube and it has a super liquidity consistency. Don't suggest buying this from Amazon.",,,,,,"","Unsealed, weird consistency","https://www.amazon.com/gp/customer-reviews/R2YZ8PWUIOFUNK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on March 22, 2022",""
"United States",,"2020-02-23","true","369","B0762PS6DN","5","It works!",,,,,,"","Great!","https://www.amazon.com/gp/customer-reviews/R2VMF9SV24QBUX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on February 23, 2020",""
"United States",,"2018-12-14","true","370","B0762PS6DN","5","I love this product.  The paste does not bite.",,,,,,"One person found this helpful","Impressive Selection","https://www.amazon.com/gp/customer-reviews/R2KS60PI4F6KDA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on December 14, 2018",""
"United States",,"2020-12-14","true","161","B0762PS6DN","5","I've been using this Pronamel since it first came out and haven't had any cavities since.",,,,,,"","No cavities","https://www.amazon.com/gp/customer-reviews/R2Q0XWEG0JKSLA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on December 14, 2020",""
"United States",,"2020-11-16","true","162","B0762PS6DN","5","Great product prevents sensitivity just as the company claims.  Glaxo -Smith Kline is an extraordinary company.",,,,,,"","Great products & personally recommended by DDS friends.","https://www.amazon.com/gp/customer-reviews/R35FZWSM79QJ0D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on November 16, 2020",""
"United States",,"2020-06-08","true","163","B0762PS6DN","4","Fair price for a good product.",,,,,,"One person found this helpful","Good product","https://www.amazon.com/gp/customer-reviews/R2TWC7GYG4D54B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on June 8, 2020",""
"United States",,"2019-08-27","true","164","B0762PS6DN","5","Great price to stock up on this.  This is the toothpaste both my husband and I used and it was recommended by our dentist.  We have been using it for a few years.  Glad to find a better price here",,,,,,"","Great price to stock up on","https://www.amazon.com/gp/customer-reviews/RIP7S9GSPK5HB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on August 27, 2019",""
"United States",,"2021-02-28","true","165","B0762PS6DN","3","This toothpaste has great flavor and is good at whitening teeth BUT I’ve used it for over a month now and my teeth are still very sensitive!",,,,,,"One person found this helpful","Ehhh","https://www.amazon.com/gp/customer-reviews/R9T1JSEYJS0L7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on February 28, 2021",""
"United States",,"2020-10-30","true","166","B0762PS6DN","3","It's hard to say if I have any benefits from using this toothpaste.The only one thing I can say that I wish it costs less. I am not sure I will order it again.",,,,,,"One person found this helpful","The toothpaste should not cost so much","https://www.amazon.com/gp/customer-reviews/R2LI4QW6T8JMKJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on October 30, 2020",""
"United States",,"2020-06-12","true","167","B0762PS6DN","5","The ONLY toothpaste I can use on my sensitive teeth. Contains no whiteners.  Amazon's price is less on this than at many other retailers.",,,,,,"One person found this helpful","THE ONE for Sensitive Teeth","https://www.amazon.com/gp/customer-reviews/R2JKEH049C12LN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on June 12, 2020",""
"United States",,"2019-08-12","true","168","B0762PS6DN","5","Arrived on time, packaged well. I am having problems finding this in the stores. They seemingly updating the product, and more and more include whitening. Though, I would like to whitening my teeth, it causes more sensitivity. So this product works well for me.",,,,,,"","Satisfied with product","https://www.amazon.com/gp/customer-reviews/R178BBWX6Q5HXR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on August 12, 2019",""
"United States",,"2021-08-23","true","169","B0762PS6DN","5","Nothing",,,,,,"","Excellent","https://www.amazon.com/gp/customer-reviews/R1WTTT7WE28CLC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on August 23, 2021",""
"United States",,"2019-06-19","true","170","B0762PS6DN","5","ordered at a good price, delivered the next day. cant beat that.As for the product itself, it tastes like shit but it does wonders if you have sensitive teeth.  really does help to keep your teeth from reacting to hot/cold/pressure",,,,,,"","just a review","https://www.amazon.com/gp/customer-reviews/R1LSLTBI6HLCEH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on June 19, 2019",""
"United States","🇺🇸","2020-02-19","true","321","B0762PS6DN","5","Good price for a value pack!",,,,,,"","Great Deal","https://www.amazon.com/gp/customer-reviews/R3MVHJHPRYIJR2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on February 19, 2020",""
"United States","🇺🇸","2020-02-16","true","322","B0762PS6DN","5","I like to brush brush brush",,,,,,"","Brush your teeth dudes.","https://www.amazon.com/gp/customer-reviews/RHKJ9NBENECK0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on February 16, 2020",""
"United States","🇺🇸","2019-11-20","true","323","B0762PS6DN","5","Expensive but the only toothpaste that has worked",,,,,,"","Works","https://www.amazon.com/gp/customer-reviews/RGIS10CW7Y46L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on November 20, 2019",""
"United States","🇺🇸","2021-01-15","true","324","B0762PS6DN","1","Update: All three tubes spit. I will never buy again from this supplier. I’ve used this brand for years and never had this problem. The packaging is terrible. The tubes split on the side in the same spot and the toothpaste spills out. I threw all three away. Also, the toothpaste has a strange taste and it is highly likely due to the packaging. Will not buy this from this source ever again. Waste of money. Never had this problem when purchased in stores, Is this actually Pronamel?","https://images-na.ssl-images-amazon.com/images/I/81RpOMvn4hL._SY88.jpg","https://images-na.ssl-images-amazon.com/images/I/81wwcvKIirL._SY88.jpg",,,,"12 people found this helpful","Will not buy from this source again. Tubes split.","https://www.amazon.com/gp/customer-reviews/R1D1AF6OLMJNKC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on January 15, 2021",""
"United States","🇺🇸","2019-07-10","true","325","B0762PS6DN","5","It is an ok value for a really good toothpaste.",,,,,,"","Because my wife wanted it","https://www.amazon.com/gp/customer-reviews/RUFBBEJ6AXEK3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on July 10, 2019",""
"United States","🇺🇸","2019-10-26","true","326","B0762PS6DN","5","Works well on my sensitive teeth thank you",,,,,,"","Fantastic product","https://www.amazon.com/gp/customer-reviews/RY5L2AO5CJGDX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on October 26, 2019",""
"United States","🇺🇸","2020-02-12","true","327","B0762PS6DN","5","Like that it protects my enamel",,,,,,"","Protects my enamel","https://www.amazon.com/gp/customer-reviews/R365B23QMUNN72/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on February 12, 2020",""
"United States","🇺🇸","2020-07-18","true","328","B0762PS6DN","2","several negative issues :1.no flavor  maybe old ?2 tubes split open along the seamed side after only about less than half used3 Tubes do not roll to squeeze tooth paste out .4. A failure of a tooth paste to deliver .",,,,,,"One person found this helpful","Do not purchase","https://www.amazon.com/gp/customer-reviews/RWKKXANJE04FQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on July 18, 2020",""
"United States","🇺🇸","2019-07-22","true","329","B0762PS6DN","5","Dentist recommended and this paste working well on my teeth.",,,,,,"","Enamel repair","https://www.amazon.com/gp/customer-reviews/R2G42UJPMCRO2R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on July 22, 2019",""
"United States","🇺🇸","2020-03-03","true","330","B0762PS6DN","5","Love this product, Very good.",,,,,,"","Sensodyne Pronamel","https://www.amazon.com/gp/customer-reviews/R1HVTXI0PUDQFF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on March 3, 2020",""
"United States",,"2022-03-24","true","271","B0762PS6DN","1","I use this product everyday and like it.  I have ordered the 3-packs before and always had around a year before product expiration.  This 3-pack had an expiration of May 2022.  The system said it was not returnable.  It took some doing but I was able to get in touch with a live person who refunded my money promptly.  Just be advised.",,,,,,"One person found this helpful","Arrived 6 Weeks From Expiration","https://www.amazon.com/gp/customer-reviews/R1SKYLGXORADDD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on March 24, 2022",""
"United States",,"2020-04-07","true","272","B0762PS6DN","5","Just the best, expensive, yes, but greatest, yes.",,,,,,"","Best toothpaste","https://www.amazon.com/gp/customer-reviews/R3HGKDT2LAWITM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on April 7, 2020",""
"United States",,"2019-10-30","true","273","B0762PS6DN","5","This was a good value - the enamel strengthening is a must in a product.",,,,,,"","Pronamel - toothpaste of choice","https://www.amazon.com/gp/customer-reviews/R3MEUANDUXKGZJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on October 30, 2019",""
"United States",,"2022-07-23","true","274","B0762PS6DN","1","I love this toothpaste and have never had a problem with ordering this product from amazon.  But it just  arrived damaged and opened.  I am unable to start a return or request a replacement.","https://m.media-amazon.com/images/I/514OMkobdBL._SY88.jpg","https://m.media-amazon.com/images/I/61Nsz8Mx3fL._SY88.jpg","https://m.media-amazon.com/images/I/61O+aI4K-IL._SY88.jpg","https://m.media-amazon.com/images/I/61yllnygqwL._SY88.jpg","https://m.media-amazon.com/images/I/71UsDedWuOL._SY88.jpg","","Arrived Damaged and Opened.","https://www.amazon.com/gp/customer-reviews/R14E3FVG723GGK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on July 23, 2022",""
"United States",,"2019-08-29","true","275","B0762PS6DN","5","ToOh paste was gentle on gums & teeth as advertised  Very good buy for the money",,,,,,"","excelLent pr[dmm","https://www.amazon.com/gp/customer-reviews/R1SJI0DSJS1ZFV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on August 29, 2019",""
"United States",,"2020-03-04","true","276","B0762PS6DN","5","Is the best toothpaste ever since my dentist recommended it.",,,,,,"","Great toothpaste","https://www.amazon.com/gp/customer-reviews/RRA5E52HGECGY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on March 4, 2020",""
"United States",,"2018-12-06","true","277","B0762PS6DN","4","Really like this toothpaste",,,,,,"","Yes","https://www.amazon.com/gp/customer-reviews/R3HAQUB59115Z0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on December 6, 2018",""
"United States",,"2020-03-17","true","278","B0762PS6DN","2","The cap on the tubes clicks at the end to “lock” it in place. Yay I love that on products. But not ones that are soft flimsy bodied. The tube deconforms as you squeeze it trying to tighten (or loosen) the cap. Toothpaste squeezes out and the nozzle is always a mess. I’m using the tubes, but kinda grossed out by it and won’t buy this style of tube again",,,,,,"","The cap sucks. Don’t buy","https://www.amazon.com/gp/customer-reviews/RDW7CVRV05LTG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on March 17, 2020",""
"United States",,"2019-12-17","true","279","B0762PS6DN","5","Love this toothpaste. Great for sensitive teeth. Best toothpaste I have ever used.",,,,,,"","Highly recommend to anyone that has teeth issues or wants to prevent them.","https://www.amazon.com/gp/customer-reviews/R3UO8FWZOWJ4L9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on December 17, 2019",""
"United States",,"2018-06-16","true","280","B0762PS6DN","5","I recommend this toothpaste if you have sensitivity to hot or cold things, also the toothpaste that will protect your teeth from fruit acids or drinks.",,,,,,"","I love this toothpaste","https://www.amazon.com/gp/customer-reviews/R35WCZVEEM6C89/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on June 16, 2018",""
"United States","🇺🇸","2020-11-11","true","111","B0762PS6DN","4","this is what he need at the time and order the toothpaste.",,,,,,"","Sensodyne Pronamel Daily Protection Enamel Toothpaste for Sensitive Teeth, to Reharden","https://www.amazon.com/gp/customer-reviews/R1VGS8WIFUBW7K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on November 11, 2020",""
"United States","🇺🇸","2019-01-08","true","112","B0762PS6DN","4","I got this after running out of my last bulk order of the same toothpaste and I guess they changed the formula. Its a diff color and tastes slightly off. Like that they may have added more fluoride or something. I'm not sure. All i know is it definitely isnt the most pleasant of toothpaste, but it's not bad.",,,,,,"11 people found this helpful","Weird taste","https://www.amazon.com/gp/customer-reviews/RL0CRJ4B2NHPL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on January 8, 2019",""
"United States","🇺🇸","2021-10-14","true","113","B0762PS6DN","5","You will be able to eat foods that otherwise couldn't with sensitive teeth!",,,,,,"","Great product!","https://www.amazon.com/gp/customer-reviews/R13YK5KE1GI7CU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on October 14, 2021",""
"United States","🇺🇸","2021-06-25","true","114","B0762PS6DN","5","I had a pretty significant amount of tooth sensitivity in one spot. After using this toothpaste, the sensitivity mostly went away.",,,,,,"","Good stuff","https://www.amazon.com/gp/customer-reviews/R3IT6OXZFT5YF0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on June 25, 2021",""
"United States","🇺🇸","2021-03-24","true","115","B0762PS6DN","5","I’ve been using this product for years and it has really helped me with the sensitivity in my teeth. The taste leaves my mouth feeling fresh and clean!",,,,,,"","Great product!!","https://www.amazon.com/gp/customer-reviews/R3UU4I3T7J5GS1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on March 24, 2021",""
"United States","🇺🇸","2021-12-09","true","116","B0762PS6DN","5","This was a great value for the price.",,,,,,"","Great Price","https://www.amazon.com/gp/customer-reviews/RTOUQMJZPFHWA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on December 9, 2021",""
"United States","🇺🇸","2021-09-15","true","117","B0762PS6DN","5","I very like this product because it makes your teeth better and white teeth.",,,,,,"","Very good. Does very good brush for your teeth. Teeth is white.","https://www.amazon.com/gp/customer-reviews/R3MTO8NDTO8MLP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on September 15, 2021",""
"United States","🇺🇸","2020-02-11","true","118","B0762PS6DN","5","This has almost totally eliminated my sensitivity. After 3 or 4 days of use, I no longer notice the harsh sensations of drinking hot or iced beverages. It cleans, freshens,and whitens quite well. I have been using this toothpaste for 2 years now and I will not switch brands, I am completely satisfied with the job this toothpaste does.",,,,,,"","Effective in every way","https://www.amazon.com/gp/customer-reviews/R1UCOXQHUIZIWV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on February 11, 2020",""
"United States","🇺🇸","2019-10-11","true","119","B0762PS6DN","5","If you suffer from recurring canker sores, this product is for you. It doesn't have the foaming agent sodium lauryl sulfate that nearly all other toothpastes do. That ingredient, which accounts for the frothy rabid-dog bubbles you get when brushing, is an irritant. If canker sores are an issue for you, you'll likely see a dramatic change for the better switching to this. I did.",,,,,,"One person found this helpful","Good for canker sore sufferers","https://www.amazon.com/gp/customer-reviews/R3JYOJBLVJX5FL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on October 11, 2019",""
"United States","🇺🇸","2021-05-31","true","120","B0762PS6DN","3","2 of the 3 tubes eventually split open towards the tail end of use.  I used wide tape to hold it together until I could finish the tubes.  This is the first time tubes have broken open on me.  Very odd.",,,,,,"","2 of 3 tubes split open","https://www.amazon.com/gp/customer-reviews/RQNIF8MZCZ0OW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on May 31, 2021",""
"United States",,"2018-10-12","true","131","B0762PS6DN","5","Omg - miracle. I had 2 scrapes in my front tooth suddenly appear out of nowhere it seemed. Was it erosion or damage? I don’t recall anything that could be the cause. On a whim I started using this. Within 2-3 weeks the grooves in my front tooth are almost undetectable. At first food/coffee would get caught and create a dark spot. So embarrassing.  Wow. Miracle product!",,,,,,"One person found this helpful","Miracle","https://www.amazon.com/gp/customer-reviews/R1UIZDRWUDM900/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on October 12, 2018",""
"United States",,"2019-09-29","true","132","B0762PS6DN","4","I love Sensodyne, it has done wonders for my sensitive teeth - but this flavor is awful...it has almost a floral taste to it. It definitely does not leave my mouth minty fresh after brushing.",,,,,,"","Floral Flavor","https://www.amazon.com/gp/customer-reviews/R2371LXBREGGSP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on September 29, 2019",""
"United States",,"2019-11-01","true","133","B0762PS6DN","4","I'm sure it does a good job but I'm a fan of foaming toothpaste, I don't know why.  This toothpaste tastes good but it doesn't foam or bubble at all.",,,,,,"One person found this helpful","Foamless toothpaste","https://www.amazon.com/gp/customer-reviews/R3PY74ODXHVW8W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on November 1, 2019",""
"United States",,"2021-02-13","true","134","B0762PS6DN","5","Use this after getting your teeth clean and watch what your hygienist tells you on the next visit.",,,,,,"","Impress your hygienist.","https://www.amazon.com/gp/customer-reviews/R22O2JP6TT09D3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on February 13, 2021",""
"United States",,"2021-01-15","true","135","B0762PS6DN","5","Have only used this product for several years. Would not use any other. Get good results from using this product.",,,,,,"","Great product","https://www.amazon.com/gp/customer-reviews/R1SXHDXJSKSBP6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on January 15, 2021",""
"United States",,"2021-07-03","true","136","B0762PS6DN","3","This item will bust at the side and then I have to tape it up so I can keep using it until it come out of the type!",,,,,,"One person found this helpful","Bad news","https://www.amazon.com/gp/customer-reviews/R29Y1M2DCRY21D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on July 3, 2021",""
