"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"United States",,"2022-08-23","true","38","B095Z5PKDJ","5","For those with periodontal disease, this is a game changer",,,,,"5 people found this helpful","dentist recommended","https://www.amazon.com/gp/customer-reviews/RX35BFG2FHR8N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 23, 2022",""
"United States",,"2022-07-31","true","39","B095Z5PKDJ","5","I love that this is gentle and tastes good. It also helps reduce tooth sensitivity to cold foods.",,,,,"5 people found this helpful","Love this toothpaste","https://www.amazon.com/gp/customer-reviews/R1KXN0VO7W9ZFI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on July 31, 2022",""
"United States",,"2022-06-05","true","40","B095Z5PKDJ","5","This toothpaste works wonders against gingivitis! I used it for two days, three times a day, and my inflammation was gone! I use Sensodyne regular toothpaste, and this product is also a keeper!",,,,,"","It works fast!","https://www.amazon.com/gp/customer-reviews/R1R6CQBMY8BSAH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on June 5, 2022",""
"United States","🇺🇸","2023-01-10","true","11","B095Z5PKDJ","5","I like the smoothness of it.  No burning. Helps with irritated gums.",,,,,"4 people found this helpful","It is good for gums","https://www.amazon.com/gp/customer-reviews/R1CUBZUKNU1UYH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on January 10, 2023",""
"United States","🇺🇸","2022-12-20","true","12","B095Z5PKDJ","5","Fast shipping arrives on time great value for your money the flavor is great helps to reduce my theeth sensitivity highly recommend.",,,,,"","Sensodyne toothpaste for gum.","https://www.amazon.com/gp/customer-reviews/R3H4DKJEEBHW3Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on December 20, 2022",""
"United States","🇺🇸","2023-01-10","true","13","B095Z5PKDJ","5","This product really helped with my gums.",,,,,"One person found this helpful","Works","https://www.amazon.com/gp/customer-reviews/R11FLR0MX219P1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on January 10, 2023",""
"United States","🇺🇸","2023-01-06","true","14","B095Z5PKDJ","5","One tube out of four was damaged",,,,,"","damaged tube","https://www.amazon.com/gp/customer-reviews/R13TML1M9LGA45/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on January 6, 2023",""
"United States","🇺🇸","2023-01-03","true","15","B095Z5PKDJ","5","i have been using it for years",,,,,"One person found this helpful","gum protection","https://www.amazon.com/gp/customer-reviews/R1TXP2NMTLK2YW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on January 3, 2023",""
"United States","🇺🇸","2022-12-26","true","16","B095Z5PKDJ","5","It’s for my husband! He has very sensitive teeth and gums!",,,,,"","Sensitivity great","https://www.amazon.com/gp/customer-reviews/RR3O2F1JJ4LC8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on December 26, 2022",""
"United States","🇺🇸","2023-01-07","true","17","B095Z5PKDJ","5","Use this regulayly",,,,,"","Use this regulayly","https://www.amazon.com/gp/customer-reviews/R2SZD9H7SXZZQV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on January 7, 2023",""
"United States","🇺🇸","2022-10-20","true","18","B095Z5PKDJ","4","Smaller than the item that I usually use.",,,,,"","Little bit smaller than expected","https://www.amazon.com/gp/customer-reviews/R1Q3Y2068LBP5O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on October 20, 2022",""
"United States","🇺🇸","2023-02-08","true","19","B095Z5PKDJ","3","Recommend it, it does work to keep gums from being sensitive but whitening no.",,,,,"","I kinda","https://www.amazon.com/gp/customer-reviews/R1FMEEBK2YP7E1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on February 8, 2023",""
"United States","🇺🇸","2022-12-24","true","20","B095Z5PKDJ","5","good value",,,,,"","great value","https://www.amazon.com/gp/customer-reviews/RNYDM2J7GRJXK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on December 24, 2022",""
"United States",,"2022-07-15","false","101","B095Z5PKDJ","4","I like sensodyne toothpaste, but it’s expensive for what it is. I got a good deal which made it about the same price that you can get regular toothpaste for, but I probably wouldn’t buy it at its normal price.These tubes were even smaller than my previous Sensodyne tubes (3.4 oz vs 4 oz). They don’t last very long",,,,,"","Good but expensive at normal prices","https://www.amazon.com/gp/customer-reviews/R2TY64I6JARGS3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on July 15, 2022",""
"United States",,"2022-10-04","false","102","B095Z5PKDJ","5","Love this toothpaste. Does everything sensodyne does. Cleans and desenitizes ur teeth.  But the bonus is it’s also wonderful for ur Hume. A win win",,,,,"One person found this helpful","Excellent","https://www.amazon.com/gp/customer-reviews/R22FT96UXCVIAX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on October 4, 2022",""
"United States",,"2022-03-12","true","103","B095Z5PKDJ","1","It has no taste.. print on tube look and taste like it fake.",,,,,"One person found this helpful","Looks and taste fake","https://www.amazon.com/gp/customer-reviews/R1WLH82NXRVU88/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on March 12, 2022",""
"United States",,"2022-08-31","false","104","B095Z5PKDJ","5","As expected",,,,,"","As expected","https://www.amazon.com/gp/customer-reviews/R31FO4SD5EW2DT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 31, 2022",""
"United States",,"2022-09-03","false","105","B095Z5PKDJ","5","Recommended by my dentist. I personally prefer the mint version though.",,,,,"","Great toothpaste!","https://www.amazon.com/gp/customer-reviews/R1Y26WZT1TB38W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on September 3, 2022",""
"United States",,"2022-09-01","false","106","B095Z5PKDJ","5","Great product(s) at an excellent price.Thank you for offering a multi-pack.",,,,,"","Sensodyne Sensitivity","https://www.amazon.com/gp/customer-reviews/RCKX7M31CT1MQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on September 1, 2022",""
"United States",,"2022-09-02","false","107","B095Z5PKDJ","5","I used it on my toothbrush",,,,,"","It came quickly!","https://www.amazon.com/gp/customer-reviews/R2EGBD7DU8IHA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on September 2, 2022",""
"United States",,"2022-08-18","false","108","B095Z5PKDJ","5","Great product.",,,,,"","Quality","https://www.amazon.com/gp/customer-reviews/R12ZBY21C73FZI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 18, 2022",""
"United States",,"2022-08-13","false","109","B095Z5PKDJ","5","Really Helps",,,,,"","Helps with sensitive teeth","https://www.amazon.com/gp/customer-reviews/R3ITIOIZVNFCZ1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 13, 2022",""
"United States",,"2022-08-12","false","110","B095Z5PKDJ","5","best toothpaste",,,,,"","Excellent","https://www.amazon.com/gp/customer-reviews/R2XIJ5PU8RN8W2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 12, 2022",""
"United States","🇺🇸","2022-04-24","true","41","B095Z5PKDJ","4","ok",,,,,"One person found this helpful","good","https://www.amazon.com/gp/customer-reviews/RKSPL8U1TJN5Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on April 24, 2022",""
"United States","🇺🇸","2022-09-26","true","42","B095Z5PKDJ","3","Why so many tubes per order? It will take 3 years to use all of this!",,,,,"3 people found this helpful","4 tubes per order?!","https://www.amazon.com/gp/customer-reviews/RA65RLL3XTC2D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on September 26, 2022",""
"United States","🇺🇸","2022-05-30","true","43","B095Z5PKDJ","5","This is my go to toothpaste, helps my sensitivity and added bonus of whitening.",,,,,"","Amazing product","https://www.amazon.com/gp/customer-reviews/R1HAFYBX9XOP12/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on May 30, 2022",""
"United States","🇺🇸","2022-06-28","true","44","B095Z5PKDJ","5","DOES WHAT IT SAYS.  CLEAN VERY WELL.",,,,,"","GREAT PRODUCT!!!!","https://www.amazon.com/gp/customer-reviews/R14JAVO5BKV6CA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on June 28, 2022",""
"United States","🇺🇸","2022-05-22","true","45","B095Z5PKDJ","5","I am able to enjoy my favorite foods great recommendation from my Dentist",,,,,"","Sensitivity is gone!","https://www.amazon.com/gp/customer-reviews/R1H5ZR64XZQYRK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on May 22, 2022",""
"United States","🇺🇸","2022-05-29","true","46","B095Z5PKDJ","5","I would recommend this product, it's very good for sensitive gums.",,,,,"","Sensodyne Toothpaste","https://www.amazon.com/gp/customer-reviews/RWQOVH8OL92YJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on May 29, 2022",""
"United States","🇺🇸","2022-05-16","true","47","B095Z5PKDJ","5","I love it's flavor and it's not too expensive than other stores.",,,,,"","Best tooth paste ever!","https://www.amazon.com/gp/customer-reviews/R1L3WWO061JID/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on May 16, 2022",""
"United States","🇺🇸","2022-07-07","true","48","B095Z5PKDJ","5","Thank you!",,,,,"One person found this helpful","review for this product","https://www.amazon.com/gp/customer-reviews/R17PMBMXP19DIG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on July 7, 2022",""
"United States","🇺🇸","2022-04-09","true","49","B095Z5PKDJ","5","Really works to decrease sensitivity of gums and teeth. Flavor much more appealing than plain version was.",,,,,"","It works","https://www.amazon.com/gp/customer-reviews/R22CG1KVV44VL5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on April 9, 2022",""
"United States","🇺🇸","2022-05-30","true","50","B095Z5PKDJ","5","Didn't realize that tubes were small...",,,,,"","Speedy delivery","https://www.amazon.com/gp/customer-reviews/R2OOGT8S1DZ5UN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on May 30, 2022",""
"United States","🇺🇸","2021-11-22","true","121","B095Z5PKDJ","1","Products were expired",,,,,"2 people found this helpful","Products were expired","https://www.amazon.com/gp/customer-reviews/RG7V8WZZLKGOV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on November 22, 2021",""
"United States","🇺🇸","2021-11-19","true","122","B095Z5PKDJ","1","The boxes are damaged",,,,,"One person found this helpful","Damaged package","https://www.amazon.com/gp/customer-reviews/R29WL47W9JMQXK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on November 19, 2021",""
"United States","🇺🇸","2022-06-22","false","123","B095Z5PKDJ","5","This actually helped me after my hygenist told me to buy it.  I wasn’t sensitive at my next cleaning.  It IRS what it says it will do, and that’s helping you feel less sensitive.  Grate Buy!!!",,,,,"","Sensitive no more","https://www.amazon.com/gp/customer-reviews/R3W59QZEZ2LW9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on June 22, 2022",""
"United States","🇺🇸","2022-06-12","false","124","B095Z5PKDJ","5","My dentist recommended this and whoa it is working. This morning I woke up and my gums are looking so much healthier and I have some gum Recession and it appears to be reversing so that’s a good sign! Using this at first my teeth were very sensitive but after awhile it goes away. Never going back to regular toothpaste! I’ve noticed my teeth are a little whiter than before",,,,,"","Never going back!","https://www.amazon.com/gp/customer-reviews/R20FK8G07MTTJJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on June 12, 2022",""
"United States","🇺🇸","2021-11-12","true","125","B095Z5PKDJ","1","Counterfeit",,,,,"2 people found this helpful","Box was not the same as picture, counterfeit? Returned","https://www.amazon.com/gp/customer-reviews/R15662CEG74IAN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on November 12, 2021",""
"United States","🇺🇸","2022-08-20","false","126","B095Z5PKDJ","3","Works well for my sensitive teeth. However this version has a really weird texture. I like the pronamel better",,,,,"","Texture is unusual","https://www.amazon.com/gp/customer-reviews/R1DUDVFEXAIR2G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on August 20, 2022",""
"United States","🇺🇸","2022-08-19","false","127","B095Z5PKDJ","3","The extra whitening version is the one I used to use until I tried this one, well, I will switch back",,,,,"","I like this brand but not this version","https://www.amazon.com/gp/customer-reviews/R12Q28IEDX8HOI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on August 19, 2022",""
"United States","🇺🇸","2021-08-22","false","128","B095Z5PKDJ","4","Sensodyne Sensitivity & Gum Sensitive Toothpaste for Gingivitis & Treatment, Clean & Fresh, 3.4 Oz, Pack of 4While using this, I did notice that my gums and the teeth where I have some gum recession seemed less sensitive.  I'm not sure if this is a cumulative affect over time, or whether it is some ingredient in the toothpaste that works while brushing only.  It does what it says it does.I've been using Sensodyne toothpastes for a while now.  One thing that I did notice about it is this toothpaste is thicker than other Sensodyne toothpastes.  There is definitely a noticeable difference.  This isn't a complaint and, in fact, makes it a bit easier to use.  Sensodyne toothpastes can normally be a bit thin and can run out of my mouth toward the end of my brushing.  This is a lot less likely to do that.The flavor is not bad.  It's minty, but a little less minty than their other toothpaste types.  It's toothpaste, so it's not like it's going to have an amazing flavor.  It's fine.The one thing that would be great is if Sensodyne would add some whitening ingredients to this.  If they did that, it would be perfect!In terms of cost, I did a quick check of some of the big box stores and Amazon has this priced very reasonably.  Especially with the current $3 off coupon.  Make sure to check that box when buying this.",,,,,"One person found this helpful","It does help with sensitive teeth and gums","https://www.amazon.com/gp/customer-reviews/R3JEL29Q8KJYXU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on August 22, 2021",""
"United States","🇺🇸","2022-05-21","false","129","B095Z5PKDJ","5","Sensodyne is one of the best brands & sense I am over sixty I decided to get serious and stuck to this one toothpaste that keeps my sensitive teeth feel normal.",,,,,"","Sensodyne","https://www.amazon.com/gp/customer-reviews/R3HXJRQWYAWQK5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on May 21, 2022",""
"United States","🇺🇸","2022-06-04","false","130","B095Z5PKDJ","5","Easy to order",,,,,"","Great for gum protection!","https://www.amazon.com/gp/customer-reviews/R3DDJNA4U20GIX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on June 4, 2022",""
"United States","🇺🇸","2021-12-15","true","161","B095Z5PKDJ","5","My dentist recommended this, and it has already made a huge difference in my pain levels. I'm sold.",,,,,"4 people found this helpful","It does what it says it will do","https://www.amazon.com/gp/customer-reviews/R3DLLF16L7K8JK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on December 15, 2021",""
"United States","🇺🇸","2022-03-23","true","162","B095Z5PKDJ","5","My gums use to bleed like crazy! and sting when applied toothpast or mouthwash. One month using this sensodyne for sensitive gums, I have far less bleeding, and burning. My teeth haven't gotten ""white"" yet, but my gums are coming back to a healthy color.  I recommend this especially for senior who may have sensitive gums.",,,,,"3 people found this helpful","Great toothpaste for people who have sensitive gums","https://www.amazon.com/gp/customer-reviews/R3RNG5IAGD5WP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on March 23, 2022",""
"United States","🇺🇸","2021-11-14","true","163","B095Z5PKDJ","5","I like this product. Sensodyne has numerous kinds of toothpaste. Whitening, sensitivity, gum health are all important to me and this offers them all.",,,,,"4 people found this helpful","Sensitive teeth","https://www.amazon.com/gp/customer-reviews/R946YO7BG2X3J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on November 14, 2021",""
"United States","🇺🇸","2021-09-10","true","164","B095Z5PKDJ","5","I just wanted these for travel.  They don’t see m to have much toothpaste on them, but handi for travek",,,,,"3 people found this helpful","Use for travel","https://www.amazon.com/gp/customer-reviews/R5G1OMC9YVWL5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on September 10, 2021",""
"United States","🇺🇸","2021-11-09","true","165","B095Z5PKDJ","5","When used daily it works well. Its not at all harsh on your gums and does an adequate job on stopping and controlling bleeding and inflammatory gum tissue.",,,,,"4 people found this helpful","Does a good job","https://www.amazon.com/gp/customer-reviews/R2BKG3XXFFEWC5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on November 9, 2021",""
"United States","🇺🇸","2022-03-24","true","166","B095Z5PKDJ","5","Sensodyne is the only toothpaste that has eased my tooth sensitivity. I won’t use anything else.",,,,,"","Only toothpaste I use","https://www.amazon.com/gp/customer-reviews/R786I1ZM40JQY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on March 24, 2022",""
"United States","🇺🇸","2022-02-13","true","167","B095Z5PKDJ","5","Like the taste value for your money is good Highly recommend!",,,,,"","Very good for sensitive teeth-like the taste","https://www.amazon.com/gp/customer-reviews/RE0N0ANEPPS68/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on February 13, 2022",""
"United States","🇺🇸","2022-02-22","true","168","B095Z5PKDJ","5","My daughter in-law has sensitive gum so she loves this.",,,,,"","Great","https://www.amazon.com/gp/customer-reviews/R2U1QVWMWUYAM0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on February 22, 2022",""
"United States","🇺🇸","2022-05-25","true","169","B095Z5PKDJ","5","Helps alleviate sensitive tooth and gum.",,,,,"","Work as advertised","https://www.amazon.com/gp/customer-reviews/RN3WPWKBOZQ0Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on May 25, 2022",""
"United States","🇺🇸","2022-03-24","true","170","B095Z5PKDJ","5","This product is great for sensitive teeth and gums.",,,,,"","Not harsh","https://www.amazon.com/gp/customer-reviews/R34V55O6CF1RIY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on March 24, 2022",""
"United States","🇺🇸","2022-05-19","true","81","B095Z5PKDJ","1","I don't think I received the actual product! The packaging looks cheaper than the original, the toothpaste doesn't squeeze out the same and feels thicker, and the toothpaste burns my mouth a little, in a way the original product doesn't!",,,,,"4 people found this helpful","Different Product","https://www.amazon.com/gp/customer-reviews/R3MWZFKEORZMKQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on May 19, 2022",""
"United States","🇺🇸","2023-03-26","false","82","B095Z5PKDJ","5","I don't always use this brand due to the price, but whenever I am having gum problem, I will switch to this for several weeks and it works! Thank you!",,,,,"","For my gum problem","https://www.amazon.com/gp/customer-reviews/R1675E1SNTZA6K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on March 26, 2023",""
"United States","🇺🇸","2021-11-16","true","83","B095Z5PKDJ","1","This product contains Sodium Lauryl Sulfate (SLS) which is known to cause canker sores! I will be trying to get a refund because the full list of ingredients was not on Amazon! Stay away from SLS if you have sensitivity!",,,,,"32 people found this helpful","How can this be called ""Sensitive"" when it contains SLS?","https://www.amazon.com/gp/customer-reviews/RLW1U687LV436/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on November 16, 2021",""
"United States","🇺🇸","2023-03-05","false","84","B095Z5PKDJ","5","My dentist recommended using this toothpaste, and it works great. It’s now my go to toothpaste. I have definitely seen positive results.",,,,,"One person found this helpful","My favorite toothpaste!","https://www.amazon.com/gp/customer-reviews/R1PBR2B8FFC1F8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on March 5, 2023",""
"United States","🇺🇸","2023-01-26","false","85","B095Z5PKDJ","5","After just one week of use, I noticed a slight but noticeable improvement in my sensitivity to cold water. Because this is not a whitening toothpaste, I like that it does not feel ""sandy"" when I put it in my mouth. I also like the flavor, it is not super strong but at the same time, after brushing my teeth, I feel clean and refreshed.",,,,,"","Good senstivity toothpaste","https://www.amazon.com/gp/customer-reviews/R3TY6QVLNSKBRL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on January 26, 2023",""
"United States","🇺🇸","2022-11-05","false","86","B095Z5PKDJ","4","Really happy with this product",,,,,"","Feeling Great","https://www.amazon.com/gp/customer-reviews/R3UUJPM5P9NR9B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on November 5, 2022",""
"United States","🇺🇸","2023-01-20","false","87","B095Z5PKDJ","5","Excellent toothpaste. If used twice a day, it keeps your teeth healthy. Supports the enamel and is gentle on your gums.",,,,,"","My Dentist Recommends Sensodyne -- my Teeth Love It!","https://www.amazon.com/gp/customer-reviews/R10T6VVZROLY53/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on January 20, 2023",""
"United States","🇺🇸","2023-01-06","false","88","B095Z5PKDJ","5","Perfect for sensitive teeth…only brand I use!",,,,,"","Works great","https://www.amazon.com/gp/customer-reviews/R35XYJ989TUP36/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on January 6, 2023",""
"United States","🇺🇸","2022-12-30","false","89","B095Z5PKDJ","5","Good",,,,,"","Good","https://www.amazon.com/gp/customer-reviews/R3UIG7OZ7SMRLM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on December 30, 2022",""
"United States","🇺🇸","2022-10-25","true","90","B095Z5PKDJ","1","White goo everywhere.",,,,,"","Smashed on Arrival","https://www.amazon.com/gp/customer-reviews/RZIYAAIFXFQZ0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on October 25, 2022",""
"United States","🇺🇸","2021-07-24","false","141","B095Z5PKDJ","5","Recommended treatment is 2 times a day, not to exceed 3 times per day.  Use this like regular toothpaste, by gently brushing the teeth and gums for a minute or more, and then rinsing.  As a loyal user of sensodyne, I can attest that my teeth are whiter, stronger, and less sensitive than when I use regular tooth paste.  This is a new formulation (or maybe just a new packaging) that add the word “gums” to the label.The toothpaste has a pleasant flavor, and I use it 2 times a day.  Very happy with it.This package provides 4 tubes of toothpaste.","https://m.media-amazon.com/images/I/81jmcxU+81L._SY88.jpg","https://m.media-amazon.com/images/I/81tdb9xBikL._SY88.jpg","https://m.media-amazon.com/images/I/91gsxid3NJL._SY88.jpg",,"","Sensitivity for Teeth and Gums","https://www.amazon.com/gp/customer-reviews/REEHEQ5TLI9VF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on July 24, 2021",""
"United States","🇺🇸","2021-09-04","false","142","B095Z5PKDJ","5","I have been using Sensodyne for years because I have sensitive teeth.  This has helped with my sensitive teeth greatly!  I used it in the morning and in the evening every day.  My dentist has said that my teeth and gums look very healthy.  So overall I am very satisfied with Sensodyne. You really can't go wrong with any of the different variations of Sensodyne.  I can't say that I have noticed any drastic difference between the different types of Sensodyne.",,,,,"","Works great","https://www.amazon.com/gp/customer-reviews/R3O3G8ITURIZEV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on September 4, 2021",""
"United States","🇺🇸","2021-09-05","false","143","B095Z5PKDJ","5","My wife ordered this Sensodyne toothpaste for me, (her husband), when the dentist recommended it to help deal with tooth and gum discomfort. While it doesn't completely eliminate the discomfort, I have noticed a definite reduction in temperature sensitivity, and occasional pain, since I started using it.Sensodyne has a fresh minty flavor, but it's not overpowering, just leaves my mouth feeling minty fresh. The inclusion of stannous fluoride provides protection from cavities. Sensodyne works well for most sensitivities and is highly recommended by dentists, so I'll definitely keep using it.If you are looking for a toothpaste to help with tooth and gum sensitivity, Sensodyne is the market leader with good reason. It simply works.Highly recommended!","https://m.media-amazon.com/images/I/81XBnvsnnAL._SY88.jpg","https://m.media-amazon.com/images/I/81ZfkdWGB9L._SY88.jpg",,,"3 people found this helpful","This Sensodyne toothpaste was recommended for my husband by his dentist!","https://www.amazon.com/gp/customer-reviews/R263EJG9Q9O8VR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on September 5, 2021",""
