"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"United States",,"2016-11-19","true","1391","B07YXDVT9W","1","Rough on sensitive teeth. Painful.",,"","Need Sensodyne without Whitener","https://www.amazon.com/gp/customer-reviews/R3LXPLNQUQUY12/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on November 19, 2016","Flavor Name: MintSize: 3.4 Ounce"
"United States",,"2020-04-09","false","1392","B07YXDVT9W","5","It’s helped with my teeth sensitivity, I’m happy.",,"","It helps","https://www.amazon.com/gp/customer-reviews/R2ELO3C0B7VJK1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on April 9, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2021-01-03","false","1393","B07YXDVT9W","5","😘",,"","😘","https://www.amazon.com/gp/customer-reviews/R14OK5ULC4FDV2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on January 3, 2021","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2019-08-03","false","1394","B07YXDVT9W","5","It is a little more expensive than normal toothpaste but it also works better than a normal toothpaste!! My teeth feel like i just left the dentist every morning and night now!!",,"","Love!!","https://www.amazon.com/gp/customer-reviews/RPBO0W4KSK67B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on August 3, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2020-02-13","false","1395","B07YXDVT9W","5","Best for sensitive teeth.",,"","Good toothpaste","https://www.amazon.com/gp/customer-reviews/R29HP3EFQZA7VO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on February 13, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2020-01-13","false","1396","B07YXDVT9W","5","Help stop teeth sensitivity",,"","Great","https://www.amazon.com/gp/customer-reviews/RFQT22IFI5YVJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on January 13, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2020-02-03","false","1397","B07YXDVT9W","5","Perfect for traveling",,"","Grab and go","https://www.amazon.com/gp/customer-reviews/R3O7605RI40E1L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on February 3, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2019-08-23","false","1398","B07YXDVT9W","5","Good product and good value! We'll be back for more.",,"","Good Value!","https://www.amazon.com/gp/customer-reviews/R25548RV1I8J4P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on August 23, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2019-05-05","false","1399","B07YXDVT9W","5","Not sure if ut does what it says yet but it does it main job well the repairing side still waiting for results",,"","Good could be cheaper","https://www.amazon.com/gp/customer-reviews/R1B1YOAZPSS8Y5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on May 5, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2019-08-19","false","1400","B07YXDVT9W","5","Is really good",,"","Good for teeth","https://www.amazon.com/gp/customer-reviews/RC2XBU9EQL948/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on August 19, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2023-02-24","false","1011","B07YXDVT9W","5","The taste is not too strong which I prefer. This is the kind my dental hygenist asked me to buy.",,"","Just what the dental hygenist ordered!","https://www.amazon.com/gp/customer-reviews/R2DX4LU4FAJR1P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on February 24, 2023","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2019-05-19","true","1012","B07YXDVT9W","5","Satisfied",,"","Satisfied","https://www.amazon.com/gp/customer-reviews/R31IZ0KCU53U6P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on May 19, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2019-05-17","true","1013","B07YXDVT9W","5","Great",,"","Great","https://www.amazon.com/gp/customer-reviews/R2UU0Y7CX8ZUHX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on May 17, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2019-05-10","true","1014","B07YXDVT9W","5","Thanks",,"","Thanks","https://www.amazon.com/gp/customer-reviews/R1J5TWU1E777Z4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on May 10, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2013-08-15","true","1015","B07YXDVT9W","5","All I can say is, It Works.  This toothpaste has helped to relieve sensitive areas of my teeth and gums when used on a daily basis.  This product will be re-ordered.",,"One person found this helpful","Great product","https://www.amazon.com/gp/customer-reviews/R2YWNDFBN508SB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on August 15, 2013","Flavor Name: MintSize: 3.4 Ounce"
"United States","🇺🇸","2016-03-03","true","1016","B07YXDVT9W","4","Been using this toothpaste for the past year.  I like it just fine.",,"","Good toothpaste.","https://www.amazon.com/gp/customer-reviews/R3G5WAYIRKPNYL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on March 3, 2016","Flavor Name: MintSize: 3.4 Ounce"
"United States","🇺🇸","2019-09-03","true","1017","B07YXDVT9W","3","It’s okay.. I didn’t see much difference",,"","Okay product","https://www.amazon.com/gp/customer-reviews/R1XMH8DQPDD5SO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on September 3, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2020-09-14","true","1018","B07YXDVT9W","1","My husband used this paste for a month because  he has sensitive teeth but it got worse to the point where he thought he was losing his teeth we switched to a natural brand rather than continue with this toothpaste.Read warning label. The fact that it has a warning label is scary enough. Never again.",,"23 people found this helpful","Horrible","https://www.amazon.com/gp/customer-reviews/R213Q6QKVZI3X6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on September 14, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2019-04-30","true","1019","B07YXDVT9W","5","Awesome.",,"",":)","https://www.amazon.com/gp/customer-reviews/R1Y42FW56YZF3P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on April 30, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2016-12-07","true","1020","B07YXDVT9W","5","Purchased from ""NK Supplies - direct from UK"". Arrived quickly; product made in the UK, contains novamin.",,"","Five Stars","https://www.amazon.com/gp/customer-reviews/R17481P21HXOQB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on December 7, 2016","Flavor Name: MintSize: 3.4 Ounce"
"United States",,"2022-08-13","true","1041","B07YXDVT9W","1","The paste has an off white yellowish color. I’ve never seen sensodyne yellow. And I can’t return it.","https://m.media-amazon.com/images/I/61Vlk2+jL9L._SY88.jpg","One person found this helpful","Don’t buy here","https://www.amazon.com/gp/customer-reviews/R3RJ1977Z36Z4Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on August 13, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2016-10-25","true","1042","B07YXDVT9W","5","good toothpaste. seller shipped fast. i just wish this stuff could come to the usa,dang fda.",,"","great toothpaste","https://www.amazon.com/gp/customer-reviews/R3EUU657C64P9E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on October 25, 2016","Flavor Name: MintSize: 3.4 Ounce"
"United States",,"2015-03-24","true","1043","B07YXDVT9W","4","Happy with it Sensodyne makes great toothpaste, although I have tried other Sensodyne that I have liked better.",,"","Four Stars","https://www.amazon.com/gp/customer-reviews/R38CREJL4V3M5D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on March 24, 2015","Flavor Name: MintSize: 3.4 Ounce"
"United States",,"2016-08-02","true","1044","B07YXDVT9W","4","Good if you have gum or tooth pain.",,"","Ease the pain","https://www.amazon.com/gp/customer-reviews/R3J1ALN4B3DQ16/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on August 2, 2016","Flavor Name: MintSize: 3.4 Ounce"
"United States",,"2014-03-25","true","1045","B07YXDVT9W","5","Best toothpaste. If you have sensitive teeth or any type of pain; invest in this. It's a little but more expensive but it's well worth it I promise you.",,"","Great toothpaste","https://www.amazon.com/gp/customer-reviews/R2BAQXEXJGK4JG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on March 25, 2014","Flavor Name: MintSize: 3.4 Ounce"
"United States",,"2018-11-12","true","1046","B07YXDVT9W","5","Works well",,"","Great stuff","https://www.amazon.com/gp/customer-reviews/R1831IO0S3G637/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on November 12, 2018","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States",,"2014-06-10","true","1047","B07YXDVT9W","5","This is the toothpaste for those of us who have sensitive teeth and gums. It also whitens your teeth and no it is not like sand paper scrub.",,"","Worth THe Wait","https://www.amazon.com/gp/customer-reviews/RK95UC1XFJ0L3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on June 10, 2014","Flavor Name: MintSize: 3.4 Ounce"
"United States",,"2015-03-25","true","1048","B07YXDVT9W","5","Works great, lots of foam so I feel like my teeth are cleaner...probably not actually true but its nice to have a clean mouth feel!",,"","Works great, lots of foam so I feel like my ...","https://www.amazon.com/gp/customer-reviews/RAVLLDCU2G5ZA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on March 25, 2015","Flavor Name: MintSize: 3.4 Ounce"
"United States",,"2014-09-15","true","1049","B07YXDVT9W","5","I can tell a real difference in the condition of and the lessening in the sensitivity of my teeth.  I will continue to use this product.",,"","Sensodyne Repair and Protect Toothpaste, 3.4... Sensodyne Posted publicly as GCollins  |  Clear","https://www.amazon.com/gp/customer-reviews/RCBR640W5LOA5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on September 15, 2014","Flavor Name: MintSize: 3.4 Ounce"
"United States",,"2018-10-30","true","1050","B07YXDVT9W","5","Favorite toothpaste",,"","Great","https://www.amazon.com/gp/customer-reviews/R20AA05V25CF1M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States on October 30, 2018","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2020-02-08","true","881","B07YXDVT9W","5","Love this toothpaste",,"","Great product","https://www.amazon.com/gp/customer-reviews/R18TXIQDCGEXP6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on February 8, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2020-03-06","true","882","B07YXDVT9W","5","it works",,"","it works","https://www.amazon.com/gp/customer-reviews/R13WAZSIAX3B7U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on March 6, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2019-09-27","true","883","B07YXDVT9W","5","Perfect.  Exactly as advertised.",,"","Sensodyne as advertised!","https://www.amazon.com/gp/customer-reviews/R2R9ZDWFCHJX8R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on September 27, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2019-07-29","true","884","B07YXDVT9W","5","Good Toothpaste, great for sensitive teeth.",,"","Good Toothpaste, great for sensitive teeth.","https://www.amazon.com/gp/customer-reviews/R1RZ2A1MXMELBH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on July 29, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2015-08-17","true","885","B07YXDVT9W","4","My teeth seem a bit whiter after using this toothpaste, but the sensitivity has only mildly decreased. But, a decrease is definitely a step in the right direction!",,"","My teeth seem a bit whiter after using this toothpaste ...","https://www.amazon.com/gp/customer-reviews/RV72JFGPCWYG1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on August 17, 2015","Flavor Name: WhiteningSize: 3.4 Ounce"
"United States","🇺🇸","2021-08-26","true","886","B07YXDVT9W","1","One came without the aluminum security seal, toothpaste color was brownish. The other two had the seal but still color not white, showing signa of oxidation. Exp date is 11/21 which shows they are old, as the one i had before bought at a pharmacy months ago exp date is 12/22. The product is not elegible for refund! I want my money back!",,"","Defective","https://www.amazon.com/gp/customer-reviews/R39XPXZDITI935/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on August 26, 2021","Flavor Name: MintSize: 3.4 Ounce"
"United States","🇺🇸","2022-03-08","true","887","B07YXDVT9W","1","I paid $20 for 3 tunes of toothpaste BECAUSE the listing said they unflavored. Mint makes me sick and I was so happy to see that. They not only are MINT flavored... but a very powerful mint flavor. And I can't return them. Getting tired of this Amazon.",,"3 people found this helpful","Overpriced and inaccurate","https://www.amazon.com/gp/customer-reviews/R2EUT82P4P6XBV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on March 8, 2022","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2020-02-22","true","888","B07YXDVT9W","5","good product",,"","Usefull","https://www.amazon.com/gp/customer-reviews/R2181RGM54GK31/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on February 22, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2019-07-18","true","889","B07YXDVT9W","5","My favorite toothpaste! Great value !",,"","Happy :)","https://www.amazon.com/gp/customer-reviews/RU8I7DIX7P6FD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on July 18, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2015-04-23","true","890","B07YXDVT9W","5","I started using this when I was having some sensitive teeth. The toothpaste itself started out tasting a bit weird but now I enjoy it quite a bit! I no longer have sensitive teeth so I will probably",,"","The toothpaste itself started out tasting a bit weird but now I enjoy it quite a bit","https://www.amazon.com/gp/customer-reviews/R3V7E1513EY1H5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on April 23, 2015","Flavor Name: MintSize: 3.4 Ounce"
"United States","🇺🇸","2019-08-09","true","751","B07YXDVT9W","5","It does helps tons! Currently using whitening straps and it help me a lot!",,"","A-m-a-z-i-n-g","https://www.amazon.com/gp/customer-reviews/R2W7ZZLO8HSLUP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on August 9, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2020-09-24","true","752","B07YXDVT9W","5","Taste",,"","Nothing","https://www.amazon.com/gp/customer-reviews/RIP3Y6RNYSNXU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on September 24, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2021-08-02","true","753","B07YXDVT9W","2","These tubes are tiny, we are used to the ones from costco which are a way better deal and worth the time to drive and buy them there.",,"","Just go get the 5 pack from Costco","https://www.amazon.com/gp/customer-reviews/R2CH6Q7LAONQWP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on August 2, 2021","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2014-04-29","true","754","B07YXDVT9W","4","I did like this. My only problem with the Toothpaste is that it comes out of the tube like thick milk. It falls onto the brush abd drops into the sink.... I lost more toothpaste that way.... When I finish this tube I will try something else.",,"","Healthy Toothpaste","https://www.amazon.com/gp/customer-reviews/R325ZO382TTC32/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on April 29, 2014","Flavor Name: MintSize: 3.4 Ounce"
"United States","🇺🇸","2019-07-07","true","755","B07YXDVT9W","5","Like that those is s 2 pack for the price only toothpaste I use",,"","Good deal for the","https://www.amazon.com/gp/customer-reviews/R6GB7Y5U7XE0G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on July 7, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2020-09-19","true","756","B07YXDVT9W","5","Great",,"","Great","https://www.amazon.com/gp/customer-reviews/RBWQ7G58EX2S3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on September 19, 2020","Flavor Name: WhiteningSize: 3.4 Ounce"
"United States","🇺🇸","2020-07-24","true","757","B07YXDVT9W","5","Easy to use",,"One person found this helpful","Feels good","https://www.amazon.com/gp/customer-reviews/R1IKWVCCJZPQFC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on July 24, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2020-01-09","true","758","B07YXDVT9W","5","It is toothpaste that helps with my sensitive teeth.",,"","Sensitive toothpaste","https://www.amazon.com/gp/customer-reviews/R10RZ4EDT8RCDM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on January 9, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2020-05-23","true","759","B07YXDVT9W","5","It come before delivery date..",,"","Great","https://www.amazon.com/gp/customer-reviews/R22P12UFPDZQ5W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on May 23, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2020-02-23","true","760","B07YXDVT9W","5","It's Sensodyne. It keeps my teeth from hurting.",,"","Pain reducing toothpaste","https://www.amazon.com/gp/customer-reviews/R2NERNXX6M7DP4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on February 23, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2020-03-19","true","871","B07YXDVT9W","5","Muy bueno",,"","Es muy execente producto","https://www.amazon.com/gp/customer-reviews/R29TIURVTQB4C7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on March 19, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2019-10-23","true","872","B07YXDVT9W","5","Love!!! Great deal! Awesome product.",,"","😁😁😁","https://www.amazon.com/gp/customer-reviews/R2N22AALQ0DBEL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on October 23, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2018-08-22","true","873","B07YXDVT9W","5","I ordered one of these and that's exactly what I got. It's toothpaste.",,"","It's toothpaste.","https://www.amazon.com/gp/customer-reviews/R2JM0D4RFU1Y2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on August 22, 2018","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2021-07-09","true","874","B07YXDVT9W","1","This is a counter fit. Please don’t buy. I have been using sensodyne for several years. The same exact extra whitening one. But this product tasted different, consistently was not right and there was something off about this. Within 24 hrs of using it I had an allergic reaction with mouth full of sores and swollen lips. Amazon needs to block this seller.",,"5 people found this helpful","COUNTER FIT","https://www.amazon.com/gp/customer-reviews/R15SY4DM85WT86/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on July 9, 2021","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2023-01-03","true","875","B07YXDVT9W","1","I purchased the value 2 pack but one of the boxes was empty",,"","Missing toothpaste","https://www.amazon.com/gp/customer-reviews/R25I9AYMYN5EDQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on January 3, 2023","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2021-11-06","true","876","B07YXDVT9W","2","Peroxide & baking soda work better and don't make my teeth as sensitive",,"","Whitening?","https://www.amazon.com/gp/customer-reviews/R2ZFGXPBQD5JIC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on November 6, 2021","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2020-01-28","true","877","B07YXDVT9W","5","Great tooth paste",,"","Great tooth paste","https://www.amazon.com/gp/customer-reviews/R30ZXXGT8TNYY3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on January 28, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2021-03-10","true","878","B07YXDVT9W","1","This toothpaste has something in it that caused a rash, sores, and chapped lips.  It took me a few days to figure out it was my toothpaste.  I read reviews and realized this is actually a reaction many people have. I was horrified that so many had this happen to them and they still sell the toothpaste. Once I stopped using it my mouth went back to normal. Do not recommend.",,"2 people found this helpful","May cause adverse reaction!","https://www.amazon.com/gp/customer-reviews/R31RKW8ZAK58MH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on March 10, 2021","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2014-12-15","true","879","B07YXDVT9W","4","Been using a week and notice a difference in my sensitivity.  I miss my Colgate toothpaste taste, but worth giving up the taste to help this cold sensitivity I have been having.",,"","You Got Sensitive Teeth?  Well Deal with it...","https://www.amazon.com/gp/customer-reviews/R23QYCI2B81MLR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on December 15, 2014","Flavor Name: MintSize: 3.4 Ounce"
"United States","🇺🇸","2019-11-17","true","880","B07YXDVT9W","5","Didnt like the flavor",,"","Good","https://www.amazon.com/gp/customer-reviews/R2Z0HHOHI11MNA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on November 17, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2020-11-13","true","671","B07YXDVT9W","5","I love sensodyne!",,"","Its worth buying","https://www.amazon.com/gp/customer-reviews/R19XJCHGOMKCN5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on November 13, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2020-08-13","true","672","B07YXDVT9W","5","good for sensitive teeth good price",,"","good for sensitivity","https://www.amazon.com/gp/customer-reviews/RRNZE8XU4SC4Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on August 13, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 3)"
"United States","🇺🇸","2020-02-14","true","673","B07YXDVT9W","5","Cheapest price found on Amazon.Great for my sensitive teeth. Only toothpaste I use now.",,"","Only toothpaste for sensitive teeth","https://www.amazon.com/gp/customer-reviews/RPNNWLSDP6MIK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on February 14, 2020","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2019-09-12","true","674","B07YXDVT9W","5","Great product. Taste and feels good and can improve the strength of teeth enamel.  Fast shipping and good value.",,"2 people found this helpful","You can't beat that","https://www.amazon.com/gp/customer-reviews/R3ESSL4SSY531B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on September 12, 2019","Flavor Name: WhiteningSize: 3.4 Ounce (Pack of 2)"
"United States","🇺🇸","2016-09-25","true","675","B07YXDVT9W","4","Nice toothpaste, it has a fresh scent which I just love, and works good for my sensitive teeth, but  feel like the Pronamel line works better than this for me",,"","Nice toothpaste, it has a fresh scent which I ...","https://www.amazon.com/gp/customer-reviews/RHS3671GB9PKK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YXDVT9W","Reviewed in the United States 🇺🇸 on September 25, 2016","Flavor Name: MintSize: 3.4 Ounce"
